dia,fecha,bnn,garch,buyhold
0,2018,1.0264098487288897,1.0236997883755754,1.025110403892664
1,2018,1.0264098487288897,0.996928765520859,0.996413001416553
2,2018,1.0449766150101198,1.0124761558046045,1.0135208331756658
3,2018,1.0449766150101198,1.0132364465949246,1.0143488259858673
4,2018,1.0449766150101198,0.9960353029981704,0.9961368097610006
5,2018,1.0449766150101198,0.9931575765888406,0.9931016954974107
6,2018,1.0520564229392588,0.9996014794581106,0.9997239746748634
7,2018,1.0930226192563461,1.0358768442030695,1.036148007124597
8,2018,1.0930226192563461,1.0224353784167375,1.0217991811387295
9,2018,1.0725906449088727,1.0048735584395398,1.003311555414766
10,2018,1.0587430770175403,0.9927748815497477,0.9906182160580539
11,2018,1.0587430770175403,0.9794250029765148,0.9768212743920435
12,2018,1.0097525432035401,0.9372769052343358,0.9337747964344412
13,2018,1.0153874502390918,0.9416434742348229,0.9387418384783626
14,2018,1.0153874502390918,0.9585820330236045,0.9575057390230862
15,2018,0.9874147859536471,0.9360282749437762,0.932670944629519
16,2018,0.9874147859536471,0.9318290319362434,0.9279803437367738
17,2018,0.9874147859536471,0.9229427265514959,0.9183222849740675
18,2018,0.9874147859536471,0.9177595087844719,0.9128036912711208
19,2018,0.9874147859536471,0.8885243923609244,0.882450303174607
20,2018,1.0079408291175835,0.9044322677726192,0.8998344097544803
21,2018,1.0079408291175835,0.8769907857024488,0.8700332386386551
22,2018,1.0223020600009192,0.8877057894608067,0.8821743610146785
23,2018,1.0223020600009192,0.9085028330416797,0.9053533361182586
24,2018,1.0223020600009192,0.8933024899458522,0.8882450053678981
25,2018,1.0223020600009192,0.9083465226368208,0.9050773107931223
26,2018,1.0223020600009192,0.8792109004212243,0.8727925770727325
27,2018,1.049435325847014,0.8986303948535193,0.8954195846912477
28,2018,1.049435325847014,0.8634383543815131,0.8543047018531452
29,2018,1.049435325847014,0.8682315741139438,0.8603753462063647
30,2018,1.049435325847014,0.8874713021166989,0.8841060392993861
31,2018,1.049435325847014,0.8979085811069025,0.8970749881551949
32,2018,1.049435325847014,0.8895158224208265,0.8868653777334633
33,2018,1.049435325847014,0.8629456998662055,0.8554085536580671
34,2018,1.0578229926613674,0.8685628913722131,0.8623069413258643
35,2018,1.0578229926613674,0.8563034642624473,0.8476821731800683
36,2018,1.0578229926613674,0.8680326772979714,0.8614791148460786
37,2018,1.0578229926613674,0.8896733706960797,0.8865893524083268
38,2018,1.0578229926613674,0.8990303840021482,0.8976270388054679
39,2018,1.0578229926613674,0.8990303840021482,0.8976270388054679
40,2018,1.0717736053196456,0.9098524933467782,0.9097682443466991
41,2018,1.097819506812621,0.9296127745563262,0.931567175989805
42,2018,1.0658508094462282,0.9054559285322145,0.9048013686331937
43,2018,1.0658508094462282,0.9137223691513583,0.9141833189055557
44,2018,1.0658508094462282,0.9266457551120314,0.928532144891423
45,2018,1.0888534691744784,0.9442661062892813,0.947847763425588
46,2018,1.0888534691744784,0.9286191643893844,0.9307394326752274
47,2018,1.0882230331877794,0.9281115362567479,0.9301877146857862
48,2018,1.0882230331877794,0.9776278340869962,0.9826162260809582
49,2018,1.129138020634151,1.006592214931736,1.0182120162248665
50,2018,1.129138020634151,0.9981078660995084,1.0074502719876541
51,2018,1.129138020634151,1.0014569245590255,1.0115894043865818
52,2018,1.129138020634151,1.057982167952903,1.079746286236848
53,2018,1.129138020634151,1.0667068006719276,1.092163433938008
54,2018,1.129138020634151,1.0374751876095436,1.0518762112492752
55,2018,1.129138020634151,1.0254865250297267,1.035044155319675
56,2018,1.129138020634151,1.0475578536345669,1.0653973770857728
57,2018,1.129138020634151,1.0395492346196926,1.054359690688632
58,2018,1.129138020634151,1.0650156780026905,1.088576352189353
59,2018,1.129138020634151,1.0739186008415338,1.100717474565376
60,2018,1.129138020634151,1.046804733031404,1.0648454927659157
61,2018,1.129138020634151,1.0541976711142305,1.0747791610277186
62,2018,1.129138020634151,1.0716869791814958,1.0976821108061625
63,2018,1.129138020634151,1.06700355000341,1.0916115496181509
64,2018,1.129138020634151,1.0313231684784527,1.0469096681966013
65,2018,1.129138020634151,1.053464167016439,1.0761590381577772
66,2018,1.129138020634151,1.0750444413334195,1.104856690129512
67,2018,1.129138020634151,1.0456852111079342,1.0659493445708377
68,2018,1.129138020634151,1.081338505375687,1.1145144162313865
69,2018,1.129138020634151,1.076716058559898,1.107891638062686
70,2018,1.129138020634151,1.0945685364583173,1.1327261829606297
71,2018,1.129138020634151,1.1057736090488233,1.1481791102470427
72,2018,1.129138020634151,1.0981872438518536,1.1379692503296874
73,2018,1.129138020634151,1.0840260431280986,1.119481291944892
74,2018,1.129138020634151,1.0797148324163983,1.1139625319115296
75,2018,1.129138020634151,1.05388811049364,1.0819537403510684
76,2018,1.129138020634151,1.0593824665825442,1.0888521280188657
77,2018,1.129138020634151,1.0478398711346202,1.0747791610277189
78,2018,1.129138020634151,1.0332638099006273,1.0573951376130535
79,2018,1.1469505766828476,1.0473348772621587,1.0739512513827254
80,2018,1.1751546610935573,1.0699307511975162,1.1001656734107272
81,2018,1.1934556480958338,1.0843540982824913,1.1169977293403275
82,2018,1.1769930755930287,1.0706597062828385,1.1012694420504414
83,2018,1.1366863126531739,1.0376634319418208,1.0640176662861303
84,2018,1.1618324765472448,1.0572973496068148,1.0871964750592946
85,2018,1.1618324765472448,1.0408720404924117,1.0678807733599216
86,2018,1.1251074151174447,1.0104582840459848,1.0325607590455261
87,2018,1.1722227689420677,1.0472724258485264,1.076986781472355
88,2018,1.1722227689420677,1.064014710062798,1.0985100204511562
89,2018,1.1722227689420677,1.0642318336634562,1.0987860457762926
90,2018,1.1722227689420677,1.0637838917006928,1.0982338287956037
91,2018,1.1722227689420677,1.0681651209917957,1.1034769793298693
92,2018,1.1516184490667496,1.0513125971821113,1.083885169140152
93,2018,1.1560714088310526,1.0551452174398495,1.0883000773685927
94,2018,1.1327169021084154,1.0359289280636628,1.0667770878854153
95,2018,1.101542842912853,1.01048881954457,1.0383556275692327
96,2018,1.1139651783440538,1.0206645143807729,1.0499449487906072
97,2018,1.132895842200511,1.0364830904757825,1.0676048311999928
98,2018,1.1371778137183057,1.0399787302753978,1.0714682709346162
99,2018,1.121685753470223,1.0271579242742848,1.057671079772982
100,2018,1.105906976092076,1.0144162516485902,1.044150246597316
101,2018,1.1189629439047264,1.0249565033638748,1.0551895962986158
102,2018,1.094583085503543,1.003979536266136,1.0336149612213108
103,2018,1.116728704313106,1.0220737404643054,1.0523877604432836
104,2018,1.103778190750085,1.0106992646209607,1.040619800355265
105,2018,1.0877417259486408,0.9966858901212902,1.0263302711626552
106,2018,1.108265743473566,1.0152562374552856,1.0451026545585884
107,2018,1.1225620773077927,1.027738514408356,1.057711082237999
108,2018,1.1329901573242087,1.0370243489714073,1.0669574732214266
109,2018,1.136773021289083,1.0404645110834223,1.0703197594130331
110,2019,1.2139642673675552,1.1121831348831615,1.1386856354308401
111,2019,1.2223635477520833,1.1182518845690221,1.1459707413155353
112,2019,1.2499933879486744,1.140286102586717,1.1717478806802146
113,2019,1.2367463666970955,1.1302162998086787,1.1599800869226118
114,2019,1.2521545088285282,1.142470420045982,1.173989515694896
115,2019,1.285012055263732,1.1689492324966824,1.2036894747526643
116,2019,1.2831191041711905,1.1674660384271096,1.202008539569881
117,2019,1.279403274542881,1.1644154484856901,1.1986460870478586
118,2019,1.2859292868166146,1.1696336864151213,1.204249675593315
119,2019,1.2779394466492275,1.163212711009054,1.1975253527057257
120,2019,1.2755759079346143,1.1612972054410298,1.1955640676069932
121,2019,1.287691665142193,1.171110452781369,1.2053705762658635
122,2019,1.2938237069334608,1.1762564184756252,1.2104138808054614
123,2019,1.2562157793775628,1.1455926198970647,1.1809941053332265
124,2019,1.2953290579420849,1.1778655580598048,1.2129356994056761
125,2019,1.3075174769246902,1.1877637373265426,1.2230224748152876
126,2019,1.3132158890169192,1.192530366937917,1.22778567893456
127,2019,1.2785462907114094,1.165299470133958,1.2011676561524494
128,2019,1.2984424976086955,1.1813402796372676,1.217138536353882
129,2019,1.3379707469902808,1.2143633590175194,1.2496402481017743
130,2019,1.3639863804778176,1.2356811482570538,1.2712148831790793
131,2019,1.3649901582497683,1.2365147731565935,1.2720556834313026
132,2019,1.3669083109292206,1.2382214430420575,1.273736535448878
