dia,realizada,garch,bnn
432,1.3807407952845097,1.4192381128668785,1.3229999318718912
433,1.6214971244335175,1.4222958497703075,1.3164404220879078
434,1.6401896253228188,1.4498666487634184,1.3172407634556293
435,2.0453419908881187,1.4774278737604618,1.3510697335004807
436,2.0907417125999928,1.5630829334259033,1.3675307482481003
437,1.9700671173632147,1.6448993980884552,1.419832967221737
438,1.7284918017685411,1.7091849073767664,1.4545218832790852
439,1.711323857307434,1.7446141503751278,1.495706271380186
440,1.2769170477986338,1.776167340576649,1.4907064102590084
441,1.3591594621539118,1.7403222993016245,1.4895954541862013
442,1.3726100511848927,1.7136007919907572,1.4500524289906025
443,1.4755269512534142,1.6905273124575615,1.4502664282917976
444,1.682412065565586,1.676554195582867,1.4280262030661108
445,1.7300123721361158,1.6811587661504745,1.4358377642929556
446,1.5913710929453377,1.688358373939991,1.4598414674401283
447,1.5594931133091452,1.6854710504412653,1.490369737148285
448,1.532907132059336,1.680490262806416,1.5067938901484013
449,1.3317661173641682,1.6737027466297147,1.5209115669131281
450,1.1714671738445759,1.6495459899306297,1.5492215752601626
451,1.2190475687384605,1.6148125752806668,1.526601780205965
452,1.7944841273128989,1.585998646914959,1.493644267320633
453,1.877512261271477,1.640412621200085,1.4752722345292568
454,3.0633531138300896,1.697211638092995,1.5884803235530855
455,3.629490993916989,1.943973265588284,1.611807979643345
456,3.58793493360281,2.2205843031406403,1.6971820034086709
457,3.040622547268868,2.4775031208992004,1.8205616623163223
458,2.9444728232920174,2.638387456536293,1.9341083988547325
459,2.534456718713045,2.781520783901215,1.931196227669716
460,2.145064380019903,2.801602929830551,1.8942651152610777
461,2.491725031286478,2.7853430062532425,1.8475738540291786
462,2.8454246930778027,2.792429365217686,1.8420181795954707
463,3.0341966077685356,2.822950556874275,1.8160268291831019
464,2.273762673139572,2.861788794398308,1.8291742354631424
465,2.1290227584540844,2.819634936749935,1.93132009357214
466,2.1214110963046555,2.7716438472270966,1.9935259595513344
467,1.7087933607399464,2.7274809405207634,1.955716498196125
468,1.4701626263558867,2.659302093088627,1.9433051720261576
469,1.4468659460544588,2.582419440150261,1.8868041411042216
470,1.9211339764297013,2.508978173136711,1.7776335775852206
471,1.8543960340321064,2.482987716794014,1.7167893052101135
472,1.8567167595028875,2.453189194202423,1.7549573257565498
473,1.857038214802742,2.42508452385664,1.7328133434057238
474,1.82800617069006,2.3985698819160466,1.7190680652856827
475,1.7551342770457268,2.372524440288544,1.7485155910253527
476,1.9120936468243601,2.343012765049935,1.7595572769641878
477,2.0908072404563427,2.333395779132843,1.7464190348982809
478,2.2228719852864742,2.333842590451241,1.9186563417315485
479,2.2383582964539532,2.342138923704624,1.9542960822582243
480,1.9349208474159243,2.350778579711914,1.915714144706726
481,1.5986529923975468,2.327657081186772,1.9462745264172556
482,1.767216678708792,2.2746870666742325,1.9383988529443743
483,1.756503228098154,2.241803854703903,1.8009558692574503
484,1.749275382608175,2.2095376625657086,1.7430224642157557
485,1.694777999073267,2.178790383040905,1.8148593604564667
486,2.2295031696558,2.145572267472744,1.7818044498562815
487,1.94082448258996,2.176902070641518,1.7053506150841713
488,1.8353437632322314,2.182339429855347,1.701801046729088
489,1.8290737271308901,2.1815181523561478,1.730458065867424
490,1.765113677829504,2.180289998650551,1.7926240339875221
491,1.179102435708046,2.1756397560238843,1.8049280345439913
