dia,bnn,garch,buyhold
0,1.0117373087192696,1.008599960548425,1.0106961641574728
1,1.0156658716609825,1.0114690469640368,1.014314710400592
2,1.0160403044189403,1.0117522212554444,1.0146672758746884
3,1.0196590952465185,1.014484897442095,1.0180197334354921
4,1.0206723948553797,1.0152582985519762,1.018957661531136
5,1.0048023747316457,1.00316623497195,1.0045032890818462
6,1.0110926761851338,1.007750564261036,1.010250463584623
7,1.0322533837255403,1.0231945478469968,1.0295007658271
8,1.0357608088502426,1.0255763443849124,1.0326936676171536
9,1.0335644332766445,1.0240718948733605,1.0307114409120324
10,1.0334562583717022,1.0239948566693506,1.0306116475063059
11,1.0311608461335593,1.0223228670396198,1.028483100445514
12,1.0360737432270657,1.025985372579529,1.0330794434272481
13,1.0221395942798865,1.0158065314727271,1.0204543190204365
14,1.0276377960782042,1.0197017429639157,1.0254232023971854
15,1.0049933016065458,1.0035760799083442,1.005115284931285
16,1.0100652647178971,1.0069973917319757,1.009804763011773
17,0.9847086822366984,0.9894757088543579,0.9862374418849569
18,0.9674698988480449,0.978821504902652,0.9704659426380358
19,0.9674698988480449,0.9853743544255228,0.9804171072043449
20,0.9674698988480449,0.9771381589024575,0.9680181216380117
21,0.9745426254219836,0.9817696140582897,0.9750291564826372
22,0.9745426254219836,0.9846202472866952,0.9792795922972481
23,0.9745426254219836,0.9667090864518679,0.9532444752494895
24,0.998700638840197,0.9809250496838979,0.9762663835965948
25,0.998700638840197,0.9844224213141958,0.9822795655828213
26,0.998700638840197,0.992633906771838,0.9961020484606196
27,0.9718574790392942,0.9750003773851176,0.9665679910986554
28,0.9718574790392942,0.9751996749307474,0.9669338731866971
29,0.9718574790392942,0.9749302749702273,0.9664549622778488
30,0.9718574790392942,0.9647067552046792,0.948907481444232
31,0.9592045847642995,0.9571050343947503,0.9357102298309526
32,0.9592045847642995,0.9588634648414369,0.9387501529583626
33,0.9592045847642995,0.9725275299208221,0.9618119299484392
34,0.9592045847642995,0.9723818225994115,0.961552580771962
35,0.9592045847642995,0.9729871163498246,0.9625968793814396
36,0.9592045847642995,0.9797063607885756,0.9738716666546218
37,0.9592045847642995,0.9790786793823326,0.9728273680451441
38,0.9592045847642995,0.9860062111432938,0.9840489700614095
39,0.9514249973997329,0.9807995727293055,0.9756810209750469
40,0.9514249973997329,0.9662561943575257,0.952778799755721
41,0.9722445571075261,0.9786854205013059,0.9736655027350616
42,0.9722445571075261,0.9763538751318797,0.9695945976121196
43,0.9722445571075261,0.9827481821641311,0.9804702924612616
44,0.9822202472929924,0.9888339997219473,0.9907340726598302
45,0.9822202472929924,0.9819788985684815,0.9793395170600031
46,0.9822202472929924,0.9845040254794741,0.9835035572816988
47,0.9822202472929924,0.9741256284481216,0.9668740296228073
48,0.9822202472929924,0.9733713334908641,0.965643379616957
49,0.9822202472929924,0.9816498972672176,0.9788073396953724
50,0.9822202472929924,0.9816791057449822,0.9788539478441819
51,0.9905100232611805,0.986979642148255,0.9870954702969267
52,0.9907109613106708,0.9871097801562327,0.9872950571083797
53,0.9907109613106708,0.9837246130226628,0.9822396969398499
54,0.9907109613106708,1.0032245047937038,1.0109289613049237
55,0.9969262372787012,1.0069262198759665,1.0170818865387135
56,0.9969262372787012,1.0027141933246568,1.0102438052776497
57,0.9969262372787012,1.0056387051099207,1.0149000730221391
58,0.9969262372787012,1.0022064708341736,1.0095653075573485
59,0.9966055319474681,1.0019791964539044,1.009219400390225
60,1.002088291898604,1.0056555175793331,1.0146805924886335
61,1.0059084840503383,1.0083722025635613,1.0186450458988763
62,1.0026490063783915,1.006217723568051,1.015565254128495
63,1.015859669557072,1.015833188134131,1.029061804760088
64,1.015578297242886,1.0156418746324056,1.0287890577707999
65,1.015578297242886,1.012282274086641,1.024106156798419
66,1.0178572912294037,1.01385753581393,1.026267995394075
67,1.0281618793489236,1.0211369507138146,1.0360794167128207
68,1.0246909295341482,1.018667354703786,1.0327468528740698
69,1.0336180918810485,1.0249590548623155,1.041108224852325
70,1.0317470045798265,1.0236132182061388,1.039325503759791
71,1.0259313987263663,1.0194938309372714,1.0339641862659745
72,1.0311984589175958,1.023304863137577,1.0388798843858065
73,1.021716852413672,1.0164721667914327,1.0301726052404279
74,1.014597140405584,1.0111767133596041,1.023401107049092
75,1.0166146679018846,1.012591381673508,1.025203721863679
76,1.0157658089595318,1.0119763986307493,1.024432089044624
77,0.988140861568618,0.9907023789487065,0.9981907268784396
78,0.9920125618948141,0.9933441092871921,1.0019822267051206
79,0.9920125618948141,0.9996034600388165,1.0108025346713059
80,0.9893372395264739,0.9978423621351553,1.0083347387503634
81,0.9883056655587145,0.9971257669640874,1.0073502837047754
82,1.0024180694273643,1.0074212434924295,1.021239268453436
83,1.0064566615747466,1.0101661882183297,1.025030768280117
84,0.9993336128563325,1.005281549199647,1.0184055904444518
85,1.012938559017424,1.0143518692762155,1.0306183058132776
86,0.9837909070283702,0.9943298540707597,1.0033857490956672
87,0.9846550140679783,0.9948503559173831,1.0041906734495862
88,0.9846550140679783,0.9915468385405674,0.9992151317658643
89,0.9846550140679783,0.999684946655878,1.0112548935511285
90,0.9542249489033066,0.9795975119129033,0.9815545409125754
91,0.9536514162227505,0.9792610276589012,0.9809891532119462
92,0.9536514162227505,0.970649756977412,0.966973741829668
93,0.9439462765803673,0.9647284010583218,0.9573153803724309
94,0.9725901045168227,0.9819272303834427,0.9851665100475875
95,0.9725901045168227,0.9780057712862251,0.978202002152906
96,0.9725901045168227,0.970527053798896,0.9652775787277803
97,0.9725901045168227,0.9734632027061212,0.9703262805893375
98,0.9563357488301835,0.9633188015580971,0.9533841372981866
99,0.9563357488301835,0.9658386153242597,0.9576612063406887
100,0.9563357488301835,0.9565825497052867,0.9424086490433183
101,0.9563357488301835,0.9661235162407121,0.9583263874470445
102,0.9347746214733332,0.9528863305770611,0.9360561369980757
103,0.9347746214733332,0.96080052604227,0.950031598538517
104,0.9347746214733332,0.9760784377705553,0.9771643618504012
105,0.9347746214733332,0.9763226722159787,0.977629956145304
106,0.9347746214733332,0.9804328864156109,0.9852263536114771
107,0.9347746214733332,0.9772159736918308,0.9794259938517835
108,0.9347746214733332,0.9735606854676943,0.9730202965496241
109,0.9347746214733332,0.9821800849222174,0.9878006012451188
110,0.9481116235208557,0.9907778376687305,1.0026540661184489
111,0.9481116235208557,0.9897492950661673,1.0008714262247804
112,0.9481116235208557,0.9942086830779967,1.0083879240072802
113,0.9481116235208557,0.9787153021026673,0.9829048780462051
114,0.9481116235208557,0.9820908994332541,0.9888515581615691
115,0.9481116235208557,0.9827951750393203,0.9900622332465011
116,0.9481116235208557,0.9746206628744043,0.9764525725952359
117,0.9481116235208557,0.9657848143515196,0.9617853779194131
118,0.9539074441394978,0.9693998765986431,0.9678251931335309
119,0.9539074441394978,0.9685934036609072,0.9665081475347652
120,0.9539074441394978,0.9715727401322748,0.9712442337640629
121,0.9539074441394978,0.9819625914270683,0.9874347191570773
122,0.9610494170761218,0.9869666162267658,0.9954102341263722
123,0.9610494170761218,0.987479491992915,0.9962151584802911
124,0.9482615289182587,0.9781509853944945,0.9819869248714798
125,0.9496396260441665,0.9791071612106027,0.9834636074398616
126,0.9429463712750927,0.9746270057102248,0.9767253195845241
127,0.9292123343540533,0.965080735724226,0.9626235126093305
128,0.9292123343540533,0.965080735724226,0.9626235126093305
129,0.9292123343540533,0.9488777605312543,0.9389896084127864
130,0.9322127554152169,0.9507799177949446,0.9420162149262508
131,0.9322127554152169,0.939595730179531,0.924728083269111
132,0.9322127554152169,0.9474837177154903,0.9373266556468972
133,0.939314022613763,0.9521299377247726,0.9447766515585344
134,0.939314022613763,0.943960615683926,0.9319320466182168
135,0.9495195204569663,0.9503671902819113,0.942062741876195
136,0.9276349101068447,0.9353386382615354,0.9185818163422942
137,0.9276349101068447,0.9322626300263375,0.9134266627680379
138,0.9276349101068447,0.9159039527218562,0.8868527100486757
139,0.9276349101068447,0.9128811268733643,0.8814913113559937
140,0.9276349101068447,0.9072031654338286,0.8717198398790845
141,0.9276349101068447,0.9181821812563362,0.8904114127279052
142,0.9276349101068447,0.9232726023444265,0.8993713827427883
143,0.9276349101068447,0.9149933180015789,0.885096622184033
144,0.9276349101068447,0.9239510502641946,0.9006285847776643
145,0.9329842939528211,0.927112290463691,0.9061762536678536
146,0.9329842939528211,0.9245861225727339,0.9018592347835146
147,0.9471388552176828,0.9336534301441411,0.9169854466461329
148,0.9471388552176828,0.9402850872875941,0.9282070486623982
149,0.9471388552176828,0.9344903152123832,0.9184953395505132
150,0.9471388552176828,0.9165936898214369,0.8891076837430851
151,0.9471388552176828,0.912884559141654,0.882329446045911
152,0.9471388552176828,0.9167868029261509,0.8892872956336196
153,0.9471388552176828,0.9146391396948788,0.8855489810638555
154,0.9471388552176828,0.9177200632840737,0.8907639782020016
155,0.9471388552176828,0.9216343001943387,0.8972361773750237
156,0.9589144566098311,0.9291534681855723,0.9094422344368769
