dia,bnn,garch,buyhold
6365,3.2011703825163784,3.1990978561124734,5.831573501415049
6366,3.2446353755467126,3.2274805509811064,5.918795506921765
6367,3.2446353755467126,3.270184055123185,6.05121481090756
6368,3.2446353755467126,3.265634706807979,6.036434092790339
6369,3.1980340892261396,3.235780641320461,5.943029307638984
6370,3.2476380955318627,3.270853876540165,6.053823371126022
6371,3.2324787847513585,3.2609887376027102,6.022012548684082
6372,3.2324787847513585,3.2456832191206035,5.974233644884175
6373,3.2324787847513585,3.187519859926065,5.79788527035295
6374,3.2112886191980072,3.175062656256011,5.755944797380416
6375,3.2112886191980072,3.2200908043901784,5.903862493632918
6376,3.198882425042129,3.2127972902065984,5.878524215985174
6377,3.198882425042129,3.1899966389265018,5.802329459100242
6378,3.178335778695078,3.1769200845968344,5.759270357875924
6379,3.178335778695078,3.215275754160576,5.882568124502609
6380,3.178335778695078,3.254686824901243,6.014242125568843
6381,3.2133101694440884,3.2760876167815405,6.088504890165909
6382,3.2133101694440884,3.2968093810132997,6.159510829256432
6383,3.2133101694440884,3.296015071795808,6.156833534049003
6384,3.2133101694440884,3.3173764266082357,6.226431079738185
6385,3.2133101694440884,3.2935334396549547,6.150015966565101
6386,3.2555942301499914,3.321240575803021,6.238231260049604
6387,3.2696608882947054,3.331151770138348,6.269835203652208
6388,3.2911287643320137,3.3455995526824047,6.314632895773872
6389,3.327303371305204,3.371091745594526,6.392028493348369
6390,3.327303371305204,3.357776713724121,6.351798982503108
6391,3.278966572481472,3.323988847730731,6.252377190327559
6392,3.2890264812170473,3.331100352698129,6.273699188227941
6393,3.3129388065921397,3.3485049771569133,6.324459303706092
6394,3.3129388065921397,3.3207645716274223,6.245076456303581
6395,3.3129388065921397,3.2996184084617224,6.184393569134171
6396,3.325917689908639,3.3088631604833303,6.210698179862067
6397,3.317663786448106,3.302925534925954,6.194233454515207
6398,3.2646789024428693,3.2641346831218243,6.089691579534213
6399,3.254417273344471,3.256704417763816,6.068880376943983
6400,3.2906186817931142,3.281506334069791,6.136697551644486
6401,3.252807841403335,3.2541930577478677,6.062172650667937
6402,3.252163087154641,3.2537410223646743,6.060930703759483
6403,3.2990999196295006,3.2900655983153424,6.1582547310267195
6404,3.2970974498854106,3.2886862754013335,6.154446003991135
6405,3.25015617645669,3.2548134143856156,6.063649779058242
6406,3.1660079824638556,3.1933355163025854,5.895443805229596
6407,3.183377197312692,3.2041463833413815,5.929035672532657
6408,3.183377197312692,3.1486202363632025,5.762155205795129
6409,3.189507031894952,3.152261244429336,5.774244477383664
6410,3.189507031894952,3.196628139214075,5.9171391284622
6411,3.189507031894952,3.1330757642605924,5.702438651705873
6412,3.189507031894952,3.141485168184178,5.734801375676855
6413,3.189507031894952,3.1489535429423805,5.762541334703725
6414,3.189507031894952,3.196666622875258,5.934624770556921
6415,3.189507031894952,3.1413430871469883,5.723057126778024
6416,3.189507031894952,3.1335520952183966,5.690583213854304
6417,3.189507031894952,3.0875732017774444,5.508273426775253
6418,3.189507031894952,3.0908124332134377,5.52181219798402
6419,3.189507031894952,3.0680115153121132,5.430905457970832
6420,3.189507031894952,3.066212566771959,5.423867197262556
6421,3.189507031894952,3.100520952853448,5.553333255276402
6422,3.189507031894952,3.0948324942937284,5.531417575755647
6423,3.189507031894952,3.1248351042219293,5.6429842339961
6424,3.189507031894952,3.063340398995858,5.415034414244344
6425,3.189507031894952,3.055773041273824,5.383444285026776
6426,3.189507031894952,3.055969429460045,5.384231031101447
6427,3.189507031894952,3.0818748317958877,5.484135652880853
6428,3.189507031894952,3.0702569409472535,5.439600097138673
6429,3.189507031894952,3.084123951081618,5.491008477904903
6430,3.189507031894952,3.114299855149822,5.600187606087486
6431,3.189507031894952,3.1520305635139256,5.738748920435249
6432,3.189507031894952,3.142520406164075,5.702741894304245
6433,3.189507031894952,3.130800963966417,5.660069595860967
6434,3.189507031894952,3.160305210524763,5.764390440681367
6435,3.189507031894952,3.1337069371907225,5.670158140172671
6436,3.189507031894952,3.1387546557192474,5.687947698738208
6437,3.189507031894952,3.1546731954423493,5.742116261022089
6438,3.189507031894952,3.1359699181393217,5.680136169404077
6439,3.189507031894952,3.0941255486422645,5.544956346964412
6440,3.189507031894952,3.046039147467912,5.383540985722035
6441,3.189507031894952,2.987443883797244,5.174829550283607
6442,3.189507031894952,2.9825539507579957,5.155301400820721
6443,3.189507031894952,3.002135753550699,5.23053016156172
6444,3.189507031894952,2.9566433344488954,5.0604754186916505
6445,3.189507031894952,2.959451089050684,5.07161284545751
6446,3.189507031894952,2.991891349618129,5.195751941826575
6447,3.189507031894952,2.990157075219453,5.1889892949466
6448,3.189507031894952,3.0033630926499217,5.2384518690399275
6449,3.189507031894952,3.0470847817676288,5.398556211448665
6450,3.189507031894952,3.0429552826231534,5.3825059176529155
6451,3.189507031894952,3.013714714181612,5.274085906774931
6452,3.189507031894952,3.012703065830331,5.270332100343273
6453,3.189507031894952,2.9997065355923325,5.2241677949116
6454,3.189507031894952,3.0156919711796806,5.279302690275635
6455,3.189507031894952,3.0181745718728035,5.287665784202587
6456,3.189507031894952,3.0239959395657316,5.306559482762429
6457,3.2336246616359854,3.0492552981321484,5.385969958935016
6458,3.2336246616359854,3.047830852091644,5.3814981414176515
6459,3.2336246616359854,3.0273001877803227,5.319463129195712
6460,3.205203855258342,3.0107883854054567,5.270290657188164
6461,3.205203855258342,3.002737000043102,5.2468014855180645
6462,3.195783482316586,2.9971771715888313,5.231068248705728
6463,3.195783482316586,3.0336424335941135,5.331511294565358
6464,3.1709706610420536,3.018023676029838,5.286920818219251
6465,3.1709706610420536,3.069915698709768,5.432989408494107
6466,3.1709706610420536,3.0802310498843886,5.46502126109664
6467,3.200000129293635,3.0980678677168747,5.518913872616001
6468,3.200000129293635,3.0806911819878384,5.46740879115451
6469,3.200000129293635,3.0831605204493475,5.474599347034413
6470,3.200000129293635,3.060697115868469,5.4114049372780215
