dia,epistemica,aleatoria
5891,0.011121028,0.038403854
5892,0.05353087,0.08468437
5893,0.01266122,0.045587126
5894,0.01532006,0.037614677
5895,0.009961854,0.03681545
5896,0.0073072705,0.02771522
5897,0.010410779,0.032581594
5898,0.0066890665,0.022709321
5899,0.013744707,0.035493772
5900,0.015727472,0.0435635
5901,0.0056817303,0.01987812
5902,0.009198715,0.031061694
5903,0.011246411,0.03211358
5904,0.0087276865,0.031028394
5905,0.0074922973,0.026044307
5906,0.007637831,0.024165582
5907,0.0044953073,0.021455895
5908,0.0060325093,0.018997904
5909,0.003301206,0.016325312
5910,0.0039892113,0.0214147
5911,0.0067759356,0.026488785
5912,0.002799323,0.016638957
5913,0.003509819,0.021135816
5914,0.00549162,0.020360077
5915,0.0041132765,0.020131655
5916,0.004438516,0.022265265
5917,0.005095335,0.018459165
5918,0.0036457074,0.01871837
5919,0.0035903773,0.017907912
5920,0.0024127562,0.017556544
5921,0.0035440337,0.018785717
5922,0.0040227273,0.02195318
5923,0.00395838,0.021673577
5924,0.0022520844,0.015221044
5925,0.0018478006,0.014498639
5926,0.002825058,0.017451279
5927,0.002797581,0.018097965
5928,0.0013874716,0.014195509
5929,0.001436016,0.014069348
5930,0.0023810284,0.015775831
5931,0.0013404092,0.014040149
5932,0.0015275085,0.013467462
5933,0.0010854703,0.012422065
5934,0.0011945867,0.011939161
5935,0.002409026,0.015424416
5936,0.0013452816,0.014138998
5937,0.0011751899,0.012798929
5938,0.005029798,0.021904469
5939,0.002522571,0.017425695
5940,0.0020935691,0.015427992
5941,0.0021026402,0.013060449
5942,0.0016261231,0.014901138
5943,0.0014131401,0.013885554
5944,0.0018853041,0.013231012
5945,0.0012189924,0.011736608
5946,0.001413243,0.011615011
5947,0.002165458,0.014517412
5948,0.0034397324,0.017529022
5949,0.0023221513,0.014850816
5950,0.0025395926,0.016854925
5951,0.0020691424,0.016175583
5952,0.0024355603,0.016891489
5953,0.0015621452,0.012477803
5954,0.0016232518,0.013109336
5955,0.0019591206,0.013443235
5956,0.001135322,0.011251349
5957,0.0012086995,0.012433555
5958,0.0011453207,0.011321753
5959,0.0015451933,0.015433246
5960,0.0019777599,0.014757922
5961,0.0011870897,0.011187765
5962,0.0012986081,0.012710732
5963,0.0018878598,0.012139645
5964,0.0011621306,0.010726493
5965,0.0011512447,0.011831704
5966,0.0018901972,0.013735029
5967,0.0015561436,0.01182238
5968,0.00080555293,0.011786211
5969,0.0007814061,0.011677547
5970,0.00076596864,0.010743406
5971,0.0013227169,0.012380572
5972,0.00074849406,0.010532036
5973,0.00065387326,0.010314629
5974,0.0006014083,0.0102739595
5975,0.0008010797,0.0116978865
5976,0.00074036245,0.010788354
5977,0.0006729142,0.01110149
5978,0.00052309275,0.010160704
5979,0.00057111244,0.010140134
5980,0.0005066343,0.009958896
5981,0.0005092614,0.009625504
5982,0.00052891584,0.01019581
5983,0.0004989658,0.010130951
5984,0.0004993703,0.009675947
5985,0.0005057172,0.009548878
5986,0.0005122175,0.00941738
5987,0.0004951296,0.0095413895
5988,0.00053280604,0.009530861
5989,0.00053288956,0.009232994
5990,0.00051939744,0.009146255
5991,0.00048410404,0.008888648
5992,0.0004986928,0.009435728
5993,0.0005144603,0.009292447
5994,0.000578426,0.009336519
5995,0.0005016778,0.009355337
5996,0.0007449779,0.009507886
5997,0.00156717,0.012371309
5998,0.0013434339,0.011821841
5999,0.0015297886,0.01241196
6000,0.0020888979,0.015400678
6001,0.0014492193,0.012885216
6002,0.0017981229,0.014721781
6003,0.001020114,0.011449578
6004,0.0013243426,0.0112756025
6005,0.0010476563,0.011539075
6006,0.0017983373,0.011829428
6007,0.0010679519,0.012569001
6008,0.0010380244,0.011041318
6009,0.0011715137,0.013952906
6010,0.0025425376,0.014366131
6011,0.00112318,0.01298192
6012,0.0019404632,0.015894847
6013,0.0014315915,0.013025273
6014,0.001519241,0.01284352
6015,0.0012199691,0.012584265
6016,0.001149971,0.01177093
6017,0.0011088998,0.0134224435
6018,0.0010674907,0.012192179
6019,0.00097277097,0.0117937615
6020,0.0011793585,0.013154425
6021,0.0011536797,0.012663695
6022,0.0011670263,0.012946154
6023,0.0017084072,0.014318922
6024,0.0010896238,0.012655321
6025,0.00131913,0.013933414
6026,0.0016604799,0.01322553
6027,0.001018139,0.012681661
6028,0.00091331603,0.012454276
6029,0.0008153954,0.011926762
6030,0.0008046399,0.012283169
6031,0.0007762202,0.011813539
6032,0.0006693127,0.010410206
6033,0.0011773768,0.01167252
6034,0.00079144887,0.011252224
6035,0.0026077114,0.01838397
6036,0.0030975535,0.02177566
6037,0.0014830874,0.013043119
6038,0.00134512,0.013948925
6039,0.0014471075,0.013190294
6040,0.0017664214,0.014277713
6041,0.0029935401,0.020978019
6042,0.0012627065,0.011837258
6043,0.001116809,0.013290407
6044,0.0010720182,0.01189762
6045,0.0013265507,0.014972579
6046,0.001485581,0.013086446
6047,0.0015324553,0.013307425
6048,0.0018545901,0.013630223
6049,0.0012937004,0.013750212
6050,0.0013291404,0.012562814
6051,0.0014577352,0.0142124845
6052,0.0009159603,0.011129988
6053,0.0009207518,0.011983633
6054,0.001248786,0.0120256925
6055,0.0009335653,0.011597791
6056,0.0015660286,0.013971554
6057,0.0013940634,0.012071272
6058,0.00074988796,0.010104253
6059,0.000960324,0.010992169
6060,0.00091652945,0.011152793
6061,0.0008794626,0.010808403
6062,0.0012963429,0.011274366
6063,0.0008838222,0.010728325
6064,0.0008595281,0.009886034
6065,0.0006176196,0.010120793
6066,0.00078645727,0.010367274
6067,0.0007485833,0.009911256
6068,0.00080594537,0.009946784
6069,0.000697184,0.009358434
6070,0.00064722355,0.009609099
6071,0.00059837353,0.009466925
6072,0.0005927549,0.00942511
6073,0.000591637,0.009353307
6074,0.0005606492,0.00908831
6075,0.0006107474,0.009426137
6076,0.0006045722,0.009074132
6077,0.0006336881,0.009164204
6078,0.00056918536,0.008593302
6079,0.0006157973,0.009044956
6080,0.00061454583,0.008713499
6081,0.0008527235,0.009435005
6082,0.00062271365,0.0092720045
6083,0.0009658192,0.009750589
6084,0.0008310359,0.009513429
6085,0.0006003409,0.00907643
6086,0.0006339268,0.009501472
6087,0.00063855265,0.009391163
6088,0.0005907222,0.008951579
6089,0.00061420136,0.009247415
6090,0.0005842437,0.0091872625
6091,0.0008564725,0.010297201
6092,0.00063437753,0.009455407
6093,0.000645394,0.0093298685
6094,0.0006264288,0.009584867
6095,0.0006231815,0.009111557
6096,0.001046988,0.010032298
6097,0.001100903,0.01052373
6098,0.00080976216,0.010016825
6099,0.0013856299,0.013130782
6100,0.001013564,0.01087438
6101,0.0010293119,0.012659375
6102,0.00072083273,0.01064451
6103,0.0007196134,0.010443828
6104,0.0008234293,0.010911688
6105,0.0006481524,0.01017589
6106,0.0008673084,0.010779752
6107,0.0006993527,0.010210785
6108,0.000952346,0.011032366
6109,0.0007866542,0.010189954
6110,0.00085896254,0.010388827
6111,0.00070595427,0.0099329585
6112,0.00084638566,0.009793115
6113,0.000940349,0.00977182
6114,0.00074691855,0.009526959
6115,0.00078035827,0.009382943
6116,0.0010013649,0.009692724
6117,0.0012819243,0.011244189
6118,0.0013101745,0.011672251
6119,0.0014955543,0.013243655
6120,0.0010137821,0.0109832985
6121,0.0016752385,0.013008649
6122,0.0007979248,0.01012797
6123,0.0011130875,0.011617717
6124,0.0011730156,0.012455487
6125,0.0009605051,0.010956801
6126,0.0011682796,0.013456507
6127,0.0011216016,0.011246457
6128,0.0010557652,0.012574378
6129,0.00081938,0.010365569
6130,0.0009135918,0.011161431
6131,0.0014294079,0.011329837
6132,0.0009966907,0.011564078
6133,0.00069225,0.0100850025
6134,0.0008619803,0.011473314
6135,0.00069491414,0.010033083
6136,0.00089193083,0.011224589
6137,0.0006556575,0.010140668
6138,0.0007796666,0.010679853
6139,0.0012242123,0.011857293
6140,0.00063674373,0.010131934
6141,0.00081009045,0.00993125
6142,0.00073998387,0.010125701
6143,0.0009307092,0.011482508
6144,0.00081883575,0.011155754
6145,0.0007832158,0.010019172
6146,0.0007783824,0.010251994
6147,0.0008494511,0.009872214
6148,0.00055940053,0.010088318
6149,0.0005971288,0.010021123
6150,0.0006821958,0.009426371
6151,0.00063847686,0.009174117
6152,0.0006959316,0.009958281
6153,0.0006557057,0.009705299
6154,0.0006720362,0.0093123475
6155,0.000628074,0.009423808
6156,0.0005477552,0.009561688
